id,sno,code,name,address,state,city,pincode,contactPerson,phone,email,validity,scopeUrl,Primary Category,Secondary Categories,Classification Basis,Category Confidence,Category
124,64,6126126,"TUV Rheinland (India) Pvt. Ltd (6126126), Bengaluru","TUV Rheinland (India) Pvt. Ltd. 27/B,2nd Cross Road, Electronic City Phase-1, Bangalore, Bengaluru, Bengaluru Rural, Karnataka, India - 560100",Karnataka,Bengaluru,560100.0,Guruprasad BR,9620288803,guruprasad.br@ind.tuv.com,"17 Feb, 2028",https://lims.bis.gov.in/home_lab_scope/124/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
125,65,8116816,Arbro Pharmaceuticals Private Limited,"4/9, Kirti Nagar Industrial Area, New Delhi, Delhi, New Delhi, Delhi, India - 110015",Delhi,Delhi,110015.0,Mr. Ashu Kumar (Technical Manager),+91 9650095867,arbrolab@arbropharma.com,"14 Jan, 2029",https://lims.bis.gov.in/home_lab_scope/125/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
126,66,9127026,DELHI TEST HOUSE (50) KUNDLI SONIPAT,"PLOT NO 50 phase IV sector 57 hsiidc industrial area kundli, Sonipat, Sonipat, Haryana, India - 131028",Delhi,Delhi,131028.0,Dhruv Rohilla (Technical Manager),+91 11 47075555,ag@delhitesthouse.com,"23 Jun, 2028",https://lims.bis.gov.in/home_lab_scope/126/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
127,67,5135906,"Excel Surveyors Pvt. Ltd., Kolkata","F-171, Prabartak Jute Mills Ltd., Gate No. 4, Old Nimta Road, , Kolkata-700 058, Kolkata, 24 PARAGANAS NORTH, West Bengal, India - 700058",West Bengal,Kolkata,700058.0,Jagadish Chandra Taraphdar (Quality Manager),+91 9825121860,sudip@excelsurveyor.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/127/,Textile & Leather,,Name/address metadata heuristic,Low,Textile & Leather
128,68,6132316,"SMS Labs Services Private Limited, Chennai","# 39/6, T.H. Road, Puduchatram, Thirumazhisai (Via), Poonamallee – Tk, Chennai, Tiruvallur, Thiruvallur, Tamil Nadu, India - 600124",Tamil Nadu,Chennai,600124.0,Balaji S (Quality Manager),+91 44 26811662,sm@smsla.in,"08 Oct, 2027",https://lims.bis.gov.in/home_lab_scope/128/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
129,69,6108016,"Bureau Veritas (India) Pvt Ltd, Chennai","No. F2, Thiru – Vi – Ka Industrial Estate, Phase III, Ekkattuthangal, Guindy, chennai, Chennai, Tamil Nadu, India - 600032",Tamil Nadu,Chennai,600032.0,Suresh R (Technical Manager),+91 9600090754,qachennaimail@bureauveritas.com,"31 Jul, 2029",https://lims.bis.gov.in/home_lab_scope/129/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
130,70,6108116,"BUREAU VERITAS INDIA TESTING SERVICES PVT LTD, HYDERABAD","7-2-C7 &amp; 8/4 SANATHNAGAR INDUSTRIAL ESTATE, HYDERABAD, Hyderabad, Telangana, India - 500018",Telangana,Hyderabad,500018.0,Balasubramaniam K K (Technical Manager),+91 7760522141,deepika.p@bureauveritas.com,"31 Mar, 2027",https://lims.bis.gov.in/home_lab_scope/130/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
132,71,6104634,"CIPET, Chennai","TVK industrial area,Guindy, chennai, Chennai, Tamil Nadu, India - 600032",Tamil Nadu,Chennai,600032.0,UDHAYAMALAR S (Quality Manager),+91 9480442963,cipetchnptc@gmail.com,"31 Mar, 2027",https://lims.bis.gov.in/home_lab_scope/132/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
134,72,7124016,"FHHL PRIVATE LIMITED, PUNE","Survey No. 126/10, Plot No. 1,Hadapsar Industrial Estate, Hadapsar, Pune, Pune, Maharashtra, India - 411013",Maharashtra,Pune,411013.0,,+91 8380074694,info@fhhl.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/134/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
135,73,5163604,"Central institute of Petrochemicals Engineering &amp; Technology (CIPET), Raipur","PLOT NO 48, INDUSTRIAL ARE BHANPURI, BHANPURI, Raipur, Raipur, Chhattisgarh, India - 493221",Chhattisgarh,Raipur,493221.0,Dr Alok Sahu (Quality Manager),+91 44 22254780,cipetraipur@gmail.com,"25 Apr, 2028",https://lims.bis.gov.in/home_lab_scope/135/,Mechanical & Engineering,"Plastic, Rubber & Polymer",Name/address metadata heuristic,Medium,Mechanical & Engineering
137,74,8165826,"AA Electro Magnetic Laboratory Pvt Ltd, Gurugram","Plot174, udyog vihar, phase 4, Gurgaon, Gurugram, Haryana, India - 122015",Haryana,Gurugram,122015.0,Aishwarya sharma (Quality Manager),+91 8929173840,info@aaemtlabs.com,"24 Sep, 2026",https://lims.bis.gov.in/home_lab_scope/137/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
138,75,6139316,"VSIX ANALYTICAL LABS PVT LTD, BENGALURU","#77,21st D cross, Muthurayaswamy Layout,Shrigandhakaval,Sunkadakatte, Bangalore, Bengaluru Urban, Karnataka, India - 560091",Karnataka,Bengaluru,560091.0,Kesavakumar Kamath N (Technical Manager),+91 9972300136,qc@vsixlabs.in,"18 Mar, 2027",https://lims.bis.gov.in/home_lab_scope/138/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
139,76,8166516,"FARE Labs Pvt. Ltd. (8166516), Gurugram","D-18 Infocity Phase II, Sector-33, GURUGRAM, Gurugram, Haryana, India - 122001",Haryana,Gurugram,122001.0,,+91 9313532519,meenakshi.tripathi@farelabs.com,"25 Nov, 2026",https://lims.bis.gov.in/home_lab_scope/139/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
140,77,7115716,"Geo-Chem Laboratories Private Limited, Mumbai","Pragati, adjacent to Crompton Greaves, Kanjurmarg (East), Mumbai - 400042, Mumbai, Mumbai, Maharashtra, India - 400042",Maharashtra,Mumbai,400042.0,P. Suresh Babu,9930068601,laboratory@geochem.net.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/140/,Chemical & Petrochemical,,Name/address metadata heuristic,Low,Chemical & Petrochemical
141,78,7119116,"Maarc Labs Private Limited, Pune","Survey No. 169, Sinhagad Road, Nanded Phata Pune, Maharashtra-411041, Pune, Pune, Maharashtra, India - 411041",Maharashtra,Pune,411041.0,,+91 9372411814,maarclabs.pune@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/141/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
142,79,6139834,"CIPET, Madurai","SIDCO Industrial Estate, Adjacent to Post office, K Pudur, Madurai-625007, Madurai, Madurai, Tamil Nadu, India - 625007",Tamil Nadu,Madurai,625007.0,,+91 44 22254780,cipetmdutesting@gmail.com,"22 May, 2027",https://lims.bis.gov.in/home_lab_scope/142/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
143,80,7106935,"The Automotive Research Association of India (ARAI), Kothrud, Pune","Survey no.102,Vetal hill,off Paud road,Kothrud, Pune, Pune, Maharashtra, India - 411038",Maharashtra,Pune,411038.0,Praveen Dambal (Quality Manager),+91 9422008185,director@araiindia.com,"11 Jan, 2028",https://lims.bis.gov.in/home_lab_scope/143/,Automotive,,Name/address metadata heuristic,Low,Automotive
144,81,9102534,"CIPET, Lucknow","B-27 Amausi Industrial Area Nadarganj Lucknow, Luknow, Lucknow, Uttar Pradesh, India - 226008",Uttar Pradesh,Lucknow,226008.0,Vivek Kumar (Quality Manager),+91 7052009477,cipetlko2@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/144/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
145,82,6141334,"CIPET, Vijayawada","SY NO. 377, Surampalli (V), Gannavaram (M), Krishna Dist., VIJAYAWADA, Krishna, Andhra Pradesh, India - 521212",Andhra Pradesh,Vijayawada,521212.0,Dr. CH SHEKAR (Quality Manager),+91 7077573905,vijayawada@cipet.gov.in,"06 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/145/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
147,83,8134206,"Atharva Laboratories Pvt. Ltd. (D115A), Noida (8134206)","D-115 A, Hosiery Complex, Phase-II, Noida, Noida, Gautam Buddha Nagar, Uttar Pradesh, India - 201305",Uttar Pradesh,Noida,201305.0,Sandeep Kumar Jindal,7065088001,alplgreaternoida@gmail.com,"21 Jul, 2028",https://lims.bis.gov.in/home_lab_scope/147/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
148,84,9100634,"Research &amp; Development Centre for Bicycle and Sewing Machine, Ludhiana","B 38-39, Phase-V, Focal Point,, Ludhiana, Ludhiana, Punjab, India - 141010",Punjab,Ludhiana,141010.0,Rajeev Kumar Sharma,9888012324,bsmcrd@gmail.com,-,https://lims.bis.gov.in/home_lab_scope/148/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
149,85,9163904,"Central Institute of Petrochemicals Engineering and Technology (CIPET), BADDI","Plot No. 198/201, Inside VRLA Building, Near Biogenetic Pvt. Ltd., Jharmajri, Baddi, Baddi, Solan, Himachal Pradesh, India - 173205",Himachal Pradesh,Baddi,173205.0,Dr. U.P. Singh (Quality Manager),+91 8829039100,baddicipet@gmail.com,"16 May, 2028",https://lims.bis.gov.in/home_lab_scope/149/,Mechanical & Engineering,"Plastic, Rubber & Polymer; Construction & Cement",Name/address metadata heuristic,Medium,Mechanical & Engineering
150,86,7130916,"Ashwamedh Engineers &amp; Consultants Laboratory Services Division, Nashik","Survey No.102, Plot No.26, Wadala Pathardi Road, Indira Nagar, NASHIK, Nashik, Maharashtra, India - 422009",Maharashtra,Nashik,422009.0,Ulka Belan (Quality Manager),+91 9325385516,aparna@ashwamedh.net,-,https://lims.bis.gov.in/home_lab_scope/150/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
152,87,7123534,"CIPET: CSTS, CHHATRAPATI SAMBHAJINAGAR","Plot No. J-3/2, MIDC Industrial Area, Chikalthana, Jalgaon Road, Chhatrapati Sambhajinagar, Aurangabad, Maharashtra, India - 431006",Maharashtra,Chhatrapati Sambhajinagar,431006.0,Kirankumar V. Koli (Quality Manager),8602677054,aurangabad@cipet.gov.in,"31 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/152/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
155,88,7137016,"Gujarat Testlab Private Limited, Ahmedabad","F-16,17 Madhavpura Market, Nr. Police Commissioner Office, Shahibaug,, Ahmedabad, Ahmadabad, Gujarat, India - 380004",Gujarat,Ahmedabad,380004.0,Krishna Amin (Quality Manager),+91 9825615647,gujlab@gmail.com,"31 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/155/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
156,89,8165726,IEC TEST LABS LLP,"Ground Floor, Plot No. N-47, Pkt-N, Sector-5, Bawana, DSIDC, Delhi-110039, Delhi, North West, Delhi, India - 110039",Delhi,Delhi,110039.0,MANISH JADON,9871727340,iectestlabs@gmail.com,"07 Sep, 2029",https://lims.bis.gov.in/home_lab_scope/156/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
157,90,7124116,"Anacon Laboratories Pvt. Ltd, Nagpur","FP 34-35, Food Park, Five Star Estate, MIDC Butibori, Nagpur, Nagpur, Nagpur, Maharashtra, India - 441122",Maharashtra,Nagpur,441122.0,Sugandha Garway (Quality Manager),+91 9823167077,labngp@anacon.in,"15 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/157/,Food & Agriculture,,Name/address metadata heuristic,Low,Food & Agriculture
159,91,6132626,"SGS INDIA PRIVATE LIMITED, BENGALURU","No 38/1 and 38/2, New BBMP, No.88/45/45, Beretena Agrahara Begur Hobli, Hosur Main Road, Bangalore-560100, Bengaluru, Bengaluru Urban, Karnataka, India - 560100",Karnataka,Bengaluru,560100.0,Rajesh,9513642187,rajesh.sp@sgs.com,"17 Nov, 2027",https://lims.bis.gov.in/home_lab_scope/159/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
160,92,6102906,"Vimta labs Limited, Hyderabad","Plot No.5, M N Park (Formerly Alexandria Knowledge Park) Genome Valley, Shameerpet, Hyderabad, Medchal Malkajgiri, Telangana, India - 500101",Telangana,Hyderabad,500101.0,Dr Muni Nagendra Prasad,9121009302,muni.poola@vimta.com,"31 Mar, 2028",https://lims.bis.gov.in/home_lab_scope/160/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
161,93,8141726,"Bharti Automation Pvt. Ltd.(A Testing Division), Gurugram","Plot no. 354,Sector-7, IMT Manesar, Gurgaon, Gurgaon, Gurugram, Haryana, India - 122050",Haryana,Gurugram,122050.0,Jyoti Singh (Quality Manager),+91 9711337466,ashok@bhartiautomation.com,"05 Aug, 2027",https://lims.bis.gov.in/home_lab_scope/161/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
162,94,7108424,"Electronics Regional Test Laboratory (West) - ERTL (STQC), Mumbai","Government of India, Ministry of Electronics and Information Technology, Plot no. F-7&amp;8, MIDC Area, Opp. SEEPZ, Andheri(East), Mumbai-400093, MUMBAI, Mumbai Suburban, Maharashtra, India - 400093",Maharashtra,Mumbai,400093.0,Chaitanya Athawale,9869258557,cathawale@stqc.gov.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/162/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
163,95,9140626,"Aforeserve Labs Private Limited, Gurugram","Plot no 138, Sector-7, IMT Manesar, Gurugram, Gurugram, Gurugram, Haryana, India - 122051",Haryana,Gurugram,122051.0,Prakash Chandra Barik (Technical Manager),+91 8448749120,helpdesk@aforeserve.co.in,"06 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/163/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
164,96,7165436,"DARSHAN ELECTRICAL TESTING AND RESEARCH LABORATORY (DETRL), RAJKOT","At, Hadala, Rajkot - Morbi Highway, Nr. Water Sump, Rajkot - 363650, Rajkot, Rajkot, Gujarat, India - 363650",Gujarat,Rajkot,363650.0,Anil Kansagara (Quality Manager),+91 9824451162,detrl@darshan.ac.in,"09 Aug, 2029",https://lims.bis.gov.in/home_lab_scope/164/,Electrical & Electronics,Environmental & Water,Name/address metadata heuristic,Low,Electrical & Electronics
165,97,8165026,"Atharva Laboratories Pvt. Ltd. (C-54), Noida","C-54, Hosiery Complex, Phase-II, Noida-201305, Noida, Gautam Buddha Nagar, Uttar Pradesh, India - 201305",Uttar Pradesh,Noida,201305.0,Savita Jindal,9315142851,atharvalaboratories2@gmail.com,-,https://lims.bis.gov.in/home_lab_scope/165/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
166,98,6164216,"Vimta Labs Limited, Bengaluru","1047, 18th C Main Rd, 5th Block, Rajajinagar, Bengaluru, Karnataka 560010, Bangalore, Bengaluru Urban, Karnataka, India - 560010",Karnataka,Bengaluru,560010.0,Syed Mahammad Rasool,9100094273,syed.rasool@vimta.com,"15 Oct, 2025",https://lims.bis.gov.in/home_lab_scope/166/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
168,99,7120616,"Envirocare Labs Pvt Ltd, Thane","A7-A8 Enviro House, MIDC Main Road, Wagle Industrial Estate, Thane., Thane, Thane, Maharashtra, India - 400604",Maharashtra,Thane,400604.0,Soumya Nair,9167232042,soumya.n@envirocare.co.in,-,https://lims.bis.gov.in/home_lab_scope/168/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
169,100,8118116,"Cali Labs Private Limited, Bhopal","Khasra No. 11/1/1/1/2/2, Infront of Govt. School Lambakheda, Berasia Road, Bhopal, Bhopal, Bhopal, Madhya Pradesh, India - 462038",Madhya Pradesh,Bhopal,462038.0,Mr. Siddharth Tulse (Technical Manager),+91 0755 4013281,calilabs@gmail.com,"31 May, 2027",https://lims.bis.gov.in/home_lab_scope/169/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
170,101,8100924,"CENTRAL POWER RESEARCH INSTITUTE (CPRI), BHOPAL","GOVINDPURA, BHOPAL, Bhopal, Madhya Pradesh, India - 462023",Madhya Pradesh,Bhopal,462023.0,DR. ARUN KUMAR DATTA (Quality Manager),+91 080 23602919,stds@cpri.in,"30 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/170/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
171,102,9134736,"Mananda Test House, Derabassi","Dhanauni Road (Near Lord Mahavir Jain Public School), Derabassi, Mohali, Punjab, Derabassi, S.A.S Nagar, Punjab, India - 140507",Punjab,Mohali,140507.0,,9988336323,mth17@rediffmail.com,"02 Oct, 2028",https://lims.bis.gov.in/home_lab_scope/171/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
172,103,9140226,Nextron International Lab Private Limited,"G-45, Pocket-C, Sector-4, Bawana, North West, Delhi, India - 110039",Delhi,Delhi,110039.0,Gaurav Gulia,8437033522,gulia.gaurav@yahoo.com,-,https://lims.bis.gov.in/home_lab_scope/172/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
173,104,8131406,"DELHI TEST HOUSE, Azadhpur","A-62/3, G T KARNAL ROAD INDUSTRIAL AREA, OPPOSITE HANS CINEMA, AZADPUR, DELHI 110033, Delhi, North, Delhi, India - 110033",Delhi,Delhi,110033.0,Dinesh Goel,9810442016,info@delhitesthouse.com,"17 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/173/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
174,105,9138006,DELHI TEST HOUSE (A Unit of Delhii Test House Global LLP) (65) KUNDLI-2 SONIPAT,"Plot 65, Phase IV, Sector-57, HSIIDC Industrial Area, Kundli, Sonipat-131028, Haryana., SONIPAT, Sonipat, Haryana, India - 131028",Delhi,Delhi,131028.0,DINESH GOEL,+91 11 47075555,rohit@delhitesthouse.com,"31 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/174/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
175,106,8138626,Matrix Test Labs,"PLOT NO 28 BADLI INDUSTRIAL AREA, delhi, New Delhi, Delhi, India - 110042",Delhi,Delhi,110042.0,VINEET KR. (Technical Manager),+91 9560422022,matrixtestlab@gmail.com,"31 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/175/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
176,107,5127516,EDWARD FOOD RESEARCH &amp; ANALYSIS CENTRE LIMITED,"SUBHAS NAGAR, NILGUNJ BAZAR, BARASAT, KOLKATA- 700121, Kolkata, 24 PARAGANAS NORTH, West Bengal, India - 700121",West Bengal,Kolkata,700121.0,SURESH KUMAR MANDAL (Quality Manager),+91 33 66333939,efraclab@efrac.org,"07 Oct, 2028",https://lims.bis.gov.in/home_lab_scope/176/,Food & Agriculture,,Name/address metadata heuristic,Low,Food & Agriculture
179,108,8133016,"Saturn Quality Certifications Pvt.Ltd., Bahadurgarh","V-17,Modern Industrial Estate (M.I.E). Red Cross Road, Bahadurgarh, Haryana – 124 507, Bahadurgarh, Jhajjar, Haryana, India - 124507",Haryana,Bahadurgarh,124507.0,Dr. Smriti Babbar (Quality Manager),+91 9212190099,lab@saturngroupindia.com,"03 Feb, 2028",https://lims.bis.gov.in/home_lab_scope/179/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
183,109,9137826,Bharat Test House Pvt Ltd 781 Sonipat Haryana,"781, HSIIDC Rai Industrial Estate, Sonipat, Sonipat, Haryana, India - 131029",Haryana,Sonipat,131029.0,,+91 9810562215,director@bharattesthouse.com,"31 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/183/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
185,110,9135626,Bharat Test House Pvt Ltd 1474 Sonipat Haryana,"1474, HSIIDC Rai Industrial Estate, SONIPAT, Sonipat, Haryana, India - 131029",Haryana,Sonipat,131029.0,,+91 9310314585,bthrai@bharattesthouse.com,"19 Mar, 2029",https://lims.bis.gov.in/home_lab_scope/185/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
187,111,7116134,"CIPET, Ahmedabad","Plot No. 630, Phase-IV, GIDC, Vatva,, Ahmedabad, Ahmadabad, Gujarat, India - 382445",Gujarat,Ahmedabad,382445.0,Rajesh Panda (Technical Manager),+91 7229000205,cipetahmd@gmail.com,"31 Dec, 2027",https://lims.bis.gov.in/home_lab_scope/187/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
189,112,9140526,"TUV Rheinland (India) Pvt. Ltd. (417), Gurugram","Plot No. 417, Udyog Vihar, Phase IV, Gurgaon, Gurugram, Haryana, India - 122015",Haryana,Gurugram,122015.0,Praveen Kumar Sharma,8588856255,praveenkumar.sharma@ind.tuv.com,-,https://lims.bis.gov.in/home_lab_scope/189/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
190,113,9162826,"Ace Test Labs &amp; Metrology Pvt. Ltd., Sonipat","PLOT NO. 68, HSIIDC, INDUSTRIAL ESTATE,RAI, SONIPAT, Sonipat, Haryana, India - 131029",Haryana,Sonipat,131029.0,Harinder Pal Singh,881692117,info@acetestgroup.com,"14 Nov, 2027",https://lims.bis.gov.in/home_lab_scope/190/,Calibration & Metrology,,Name/address metadata heuristic,Low,Calibration & Metrology
191,114,5102634,CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &amp; TECHNOLOGY (CIPET) : IPT-BHUBANESWAR,"B/25, C.N.I complex, Patia, Bhubaneswar, BHUBANESWAR, Khordha, Odisha, India - 751024",Odisha,Bhubaneswar,751024.0,Dr.Bishnu Prasasd Panda (Technical Manager),+91 7566177001,cipetbbsr@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/191/,Mechanical & Engineering,"Plastic, Rubber & Polymer",Name/address metadata heuristic,Medium,Mechanical & Engineering
192,115,6164516,ABC Techno Labs India Private Limited,"ABC Tower, No.400, 13th Street, SIDCO Industrial Estate - North Phase, Ambattur, Chennai, Tamil Nadu, India - 600098",Tamil Nadu,Chennai,600098.0,A. Robson Chinnadurai (Technical Manager),+91 9600412908,quality@abctechnolab.com,"04 Dec, 2028",https://lims.bis.gov.in/home_lab_scope/192/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
193,116,8125516,"INTERTEK INDIA PRIVATE LIMITED FOOD SERVICES, GURUGRAM","Plot No 68 69, Phase I, Udyog Vihar, Gurgaon, Haryana, Gurgaon, Gurugram, Haryana, India - 122016",Haryana,Gurugram,122016.0,Aditi Gupta (Quality Manager),+91 011 41595421,quality.food@intertek.com,"07 Dec, 2027",https://lims.bis.gov.in/home_lab_scope/193/,Food & Agriculture,,Name/address metadata heuristic,Medium,Food & Agriculture
196,117,8167006,"Cosmo Analytical Lab LLP, Noida","C-423, SEC-10, Noida, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, India - 201301",Uttar Pradesh,Noida,201301.0,SHRAWAN KUMAR PANDEY,7985377877,cosmolabs.noida@gmail.com,"13 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/196/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
197,118,6111634,"CIPET, Hyderabad","IDA Phase II, Cherlapally, Hyderabad, Medchal Malkajgiri, Telangana, India - 500051",Telangana,Hyderabad,500051.0,Dr. V KIRAN KUMAR,9959333415,cipetptchyd@gmail.com,"23 Feb, 2027",https://lims.bis.gov.in/home_lab_scope/197/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
198,119,7126506,"Testtex India Laboratories Pvt. Ltd., Mumbai","301-304, PREMSON INDUSTRIAL ESTATE, CAVES ROAD, MUMBAI,LOCATION 2 - OFFICE NO.2, TAHIRA IND. COMPOUND (PREMSONS INDUSTRIAL ESTATE COMPOUND), CAVES ROAD, JOGESHWARI (EAST), MUMBAI-400060, MUMBAI, Mumbai, Maharashtra, India - 400060",Maharashtra,Mumbai,400060.0,G. Viswanathan (Quality Manager),+91 9821112271,kunal@testtex.com,-,https://lims.bis.gov.in/home_lab_scope/198/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
199,120,8117816,Avon Food Lab Pvt. Ltd.,"C-35/23 lawrence road industrial area, Delhi-110035, New Delhi, North West, Delhi, India - 110035",Delhi,Delhi,110035.0,,+91 9810004270,qm@avonfoodlab.com,"19 Feb, 2027",https://lims.bis.gov.in/home_lab_scope/199/,Food & Agriculture,,Name/address metadata heuristic,Low,Food & Agriculture
201,121,8122904,"National Test House (NWR) - NTH, Jaipur","E 763, ROAD NO. 9F1, VKI AREA, Jaipur, Jaipur, Rajasthan, India - 302013",Rajasthan,Jaipur,302013.0,Shri Sriilayaraj Sounrararajan,9412223386,director-jai@nth.gov.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/201/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
203,122,6113734,CIPET. MYSURU,"437/A, Hebbal indl. Area, Mysuru, Mysuru, Karnataka, India - 570016",Karnataka,Mysuru,570016.0,R T Nagaralli (Quality Manager),+91 8124489163,ptcmys@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/203/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
205,123,8136626,"Intertek India Private Limited, New Delhi (E-26)","E-26, Block B-1, Mohan Co-Operative Industrial Estate, Mathura Road, Delhi, New Delhi, Delhi, India - 110044",Delhi,Delhi,110044.0,Manas Das (Quality Manager),+91 9820213510,manas.das@intertek.com,"27 Apr, 2029",https://lims.bis.gov.in/home_lab_scope/205/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
213,124,8161906,"ACE TEST HOUSE PRIVATE LIMITED (8161906), NEW DELHI","khasra No 1048 Near Pepsi Godown, vill- Bhalaswa, New Delhi, North West, Delhi, India - 110033",Delhi,Delhi,110033.0,Ms. Jyoti - (Technical Manager),+91 7042858881,acetesthouse@gmail.com,"26 Aug, 2027",https://lims.bis.gov.in/home_lab_scope/213/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
214,125,8141606,"AADCO TESTING &amp; RESEARCH LABORATORY PVT LTD (F28), GHAZIABAD","F 28 BULANDSHAHAR ROAD INDUSTRIAL AREA, GHAZIABAD, Ghaziabad, Uttar Pradesh, India - 201009",Uttar Pradesh,Ghaziabad,201009.0,NK GOEL (Technical Manager),+91 9555443495,aadcolab@gmail.com,"26 Jul, 2027",https://lims.bis.gov.in/home_lab_scope/214/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
217,126,9137406,"HTH Laboratories Private Limited, Panipat","Plot No. 50-C, Sector-25, Part-2, HUDA, Panipat, Panipat, Haryana, India - 132103",Haryana,Panipat,132103.0,Deepa Sardana (Quality Manager),+91 9416017160,haryanatesthousecs@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/217/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
